ORIG,DEST,NUM
MSP,FOE,428
MSP,COS,725
MSP,MKG,367
MSP,FNL,673
MSP,MHT,1092
MSP,DAB,1271
MSP,EGE,788
MSP,HSV,785
MSP,IDA,939
MSP,RNO,1405
MSP,TTN,989
MSP,PVD,1117
MSP,HLN,913
MSP,HDN,774
MSP,FWA,488
MSP,TVF,261
MSP,HNL,3972
MSP,SJU,2404
MSP,ATY,193
MSP,HON,249
MSP,AFW,849
MSP,IMT,257
MSP,DIK,481
MSP,RHI,190
MSP,FAI,2466
MSP,ISN,546
MSP,GRK,985
MSP,LFI,1030
MSP,SBA,1582
MSP,OPF,1494
MSP,VNY,1528
MSP,CRP,1203
MSP,CHS,1087
MSP,LCH,1018
MSP,CLL,1000
MSP,CKB,770
MSP,FSM,661
MSP,BTV,987
MSP,PAH,588
MSP,PHF,1022
MSP,TLH,1109
MSP,JAN,883
MSP,ROW,1002
MSP,CNO,1499
MSP,AEX,936
MSP,CHA,801
MSP,UTM,720
MSP,SUX,233
MSP,AMA,803
MSP,GYY,370
MSP,LRD,1244
MSP,INT,911
MSP,BFI,1398
MSP,SGF,527
MSP,MQY,706
MSP,JLN,538
MSP,LWB,823
MSP,OCF,1240
MSP,TRI,811
MSP,PIE,1307
MSP,LBB,900
MSP,EDF,2512
MSP,YKM,1320
MSP,EFD,1059
MSP,SWF,991
MSP,FOD,168
MSP,DVL,351
MSP,MCW,119
MSP,JMS,299
MSP,IWD,188
MSP,LGB,1529
MSP,NJK,1461
MSP,PSM,1120
MSP,APN,473
MSP,STP,9
MSP,DVN,262
MSP,BUR,1523
MSP,CGF,634
MSP,EVV,557
MSP,PLN,414
MSP,FLO,1029
MSP,ACT,941
MSP,TWF,1075
MSP,PAE,1396
MSP,BWG,652
MSP,ERI,683
MSP,MHK,434
MSP,AZA,1267
MSP,MGM,942
MSP,PNS,1047
MSP,PIH,974
MSP,SUS,449
MSP,RIV,1486
MSP,VPS,1058
MSP,SJT,1012
MSP,KTN,1828
MSP,LFT,1014
MSP,VCV,1461
MSP,JQF,930
MSP,EUG,1474
MSP,ADW,940
MSP,ILN,613
MSP,ELP,1147
MSP,JRF,3980
MSP,OSH,239
MSP,OR4,1377
MSP,HGR,869
MSP,BGR,1194
MSP,JVL,261
MSP,ITH,854
MSP,GTR,827
MSP,LUK,603
MSP,RCA,491
MSP,GNV,1206
MSP,ARA,1026
MSP,EIL,2443
MSP,NUQ,1580
MSP,ISP,1057
MSP,RDD,1502
MSP,LGU,960
MSP,STJ,363
MSP,SWO,635
MSP,RKS,830
MSP,ILG,969
MSP,GLH,795
MSP,MFR,1489
MSP,YNG,681
MSP,ROA,864
MSP,MWH,1259
MSP,ROG,589
MSP,FRG,1044
MSP,ALS,835
MSP,IAG,721
MSP,CEF,1052
MSP,MQT,300
MSP,LAR,676
MSP,LAL,1319
MSP,PGD,1386
MSP,MLU,856
MSP,DEC,413
MSP,DPG,1054
MSP,CDC,1143
MSP,CRW,750
MSP,LAW,763
MSP,DRO,926
MSP,NKX,1524
MSP,EAT,1301
MSP,AXN,126
MSP,SD2,329
MSP,ISO,1054
MSP,BPT,1031
MSP,MYR,1085
MSP,SIT,1982
MSP,MRY,1598
MSP,PAM,1103
MSP,GRI,374
MSP,GGG,866
MSP,LYH,896
MSP,DQK,865
MSP,BTL,437
MSP,VOK,160
MSP,VLD,1112
MSP,NPA,1052
MSP,TX3,1311
MSP,AGS,996
MSP,TCL,859
MSP,DMA,1293
MSP,VBG,1605
NC7,HPN,466
NC7,EWN,32
A97,OTZ,147
A97,A98,14
DLH,MSP,144
DLH,CNY,1049
DLH,CMX,176
DLH,MKE,342
DLH,MEM,822
DLH,FSD,316
DLH,SPI,499
DLH,HIB,48
DLH,MKG,386
DLH,ORD,397
DLH,MHT,1051
DLH,ENV,1167
DLH,IFP,1412
DLH,DCA,944
DLH,SEA,1411
DLH,LAS,1396
DLH,MQT,231
DLH,RST,203
DLH,MSN,291
DLH,BJI,137
DLH,LSE,210
DLH,MBS,457
DLH,DTW,541
DLH,GFK,246
DLH,LNK,472
DLH,FAR,219
DLH,SFB,1379
DLH,GRI,507
DLH,LIT,836
DLH,MCI,536
DLH,AZA,1384
DLH,EWR,994
DLH,GRB,255
DLH,LAN,467
DLH,CKB,797
DLH,SLC,1070
DLH,SBN,459
DLH,BOI,1190
DLH,ALB,945
DLH,FOE,572
DLH,SBA,1674
DLH,BRD,97
DLH,IMT,208
DLH,ITH,830
DLH,STJ,507
DLH,YIP,532
DLH,INL,132
DLH,BED,1070
DLH,CIU,370
DLH,ORH,1048
DLH,NJK,1569
DLH,LYU,70
DLH,LAX,1632
DLH,BKL,638
DLH,ATL,998
DLH,GRR,426
DLH,FWA,535
DLH,COS,842
DLH,TVF,205
DLH,HVN,1032
DLH,DFW,995
DLH,PUB,860
DLH,SDF,683
DLH,PIT,741
DLH,MLI,382
DLH,PSM,1076
DLH,VNY,1624
DLH,MSL,868
DLH,STL,566
JZU,EWR,159
JZU,HPN,128
JZU,ACK,199
JZU,MVY,170
WWA,MCG,218
WWA,TCT,231
WWA,ANC,31
WWA,ILI,222
WWA,KNK,233
WWA,NNL,210
WWA,PTA,187
WWA,NIB,185
WWA,PAQ,15
WWA,BET,414
PHN,MCI,682
PHN,STL,501
PHN,OKC,959
PHN,GYY,266
PHN,LOT,299
PHN,DAY,225
PHN,DET,43
LGD,GEG,162
LGD,PDT,49
LGD,HES,71
LGD,MWH,147
FPR,TEB,988
FPR,OPF,110
FPR,MQY,689
FPR,ADS,1053
FPR,JAX,221
TN6,COS,862
TX7,LBB,42
RCA,NGU,1489
RCA,BWI,1404
RCA,LSV,833
RCA,EWR,1491
RCA,MCI,547
OQC,UGB,25
OQC,A57,84
OQC,AKN,119
OQC,PTH,32
OQC,OQP,8
OQC,PIP,37
OQC,EGX,81
OQC,PML,128
OQC,PCE,17
OQC,KCL,59
OQC,BSZ,83
PRB,SBP,30
PRB,SMX,54
PRB,BUR,164
PRB,LAX,174
PRB,VNY,158
OBU,FAI,294
OBU,SHG,7
OBU,HUS,95
OBU,KYU,143
OBU,ABL,28
OBU,IAN,96
OBU,ORV,113
OBU,WLK,87
OBU,OTZ,155
OBU,DRG,173
OBU,RDB,177
OBU,DCK,2
OBU,BTT,146
OBU,BKC,134
OBU,ANC,449
OBU,RLU,13
OBU,KVL,213
OBU,OME,295
OBU,GAL,151
OBU,AET,120
OBU,PPC,171
OBU,SCC,312
OBU,UNK,238
OBU,WTK,169
OBU,PAQ,436
OBU,CXF,182
OBU,HSL,85
OBU,A07,89
OBU,OBU,0
OBU,PHO,280
HOT,HOT,0
HOT,DAL,244
HOT,ELD,88
HOT,MEM,182
HOT,HRO,123
HOT,HPN,1151
HOT,PBI,941
HOT,LEX,533
HOT,JBR,167
HOT,ATL,500
HOT,CAE,686
HOT,OCF,736
HOT,SDF,483
HOT,HOU,357
HOT,OKC,263
HOT,CVG,563
MTJ,ATL,1352
MTJ,BUR,654
MTJ,GUC,52
MTJ,AUS,818
MTJ,CLL,853
MTJ,DFW,722
MTJ,IDA,408
MTJ,SFO,791
MTJ,COS,174
MTJ,CYS,245
MTJ,ASE,74
MTJ,DRO,93
MTJ,DEN,196
MTJ,IAH,927
MTJ,PHX,419
MTJ,EWR,1795
MTJ,ORD,1081
MTJ,LAX,666
MTJ,AZA,416
MTJ,ONT,622
MTJ,GJT,54
MTJ,CWA,1035
MTJ,OKC,608
MTJ,PUB,185
MTJ,OAK,782
MTJ,JFK,1816
MTJ,SHV,895
MTJ,ALO,861
MTJ,SUS,932
MTJ,MCI,712
MTJ,DAL,733
MTJ,SAT,821
MTJ,LBB,476
MTJ,XNA,762
MTJ,CSG,1354
MTJ,HPN,1816
MTJ,HSV,1202
MTJ,IAD,1637
MTJ,CRP,953
MTJ,SBA,721
MTJ,LNK,615
MTJ,GTF,645
MTJ,BFL,652
MTJ,ABI,625
MTJ,CMH,1341
MTJ,SLC,268
POB,JQF,97
POB,NGU,195
POB,ISP,504
POB,NTU,202
POB,VCV,2166
POB,NKX,2181
POB,DFW,1045
POB,BWI,305
POB,BGR,855
POB,AEX,826
POB,N1C,122
POB,JFK,473
POB,ATL,327
POB,IAD,274
POB,MSP,1006
POB,BFT,212
POB,IND,508
POB,ADW,278
POB,DTW,539
POB,CAE,147
POB,SLN,1059
POB,MCO,484
POB,RIC,187
POB,CHS,167
POB,FRG,490
POB,PSM,700
POB,LFI,199
POB,DOV,336
MLB,FXE,134
MLB,ATL,442
MLB,CAE,403
MLB,DAB,78
MLB,CLT,490
MLB,PGD,116
MLB,GSP,477
MLB,HSV,578
MLB,MIA,160
MLB,JAX,176
MLB,FLL,143
MLB,GPT,533
MLB,PBI,103
MLB,MYR,397
MLB,TRI,586
MLB,UTM,730
MLB,MSL,615
MLB,ACY,856
MLB,SRQ,127
MLB,AGS,371
MLB,MCO,46
MLB,DFW,1031
MLB,GLH,717
MLB,VRB,34
MLB,TLH,274
MLB,BUF,1029
MLB,BHM,523
MLB,IAD,770
MLB,RSW,128
MLB,VPS,391
MLB,AEX,749
MLB,BGR,1323
MLB,ORL,52
MLB,IAG,1039
MLB,TYS,566
MLB,DCA,769
MLB,FAY,486
MLB,ABY,318
MLB,GNV,147
MLB,DAL,1020
MVC,PWK,735
AET,FAI,182
AET,HUS,58
AET,OBU,120
AET,CXF,82
AET,BTT,39
AET,TAL,97
AET,AET,0
AET,AKP,112
AET,IAN,216
AET,HSL,120
AET,KYU,186
AET,RBY,150
AET,UTO,49
AET,SVS,106
AET,ATK,297
AET,SCC,274
AET,GAL,176
AET,MLY,122
AET,OTZ,274
AET,SHG,127
AET,FBK,186
AET,MCG,264
AET,WLK,203
AET,WBQ,145
AET,KAL,234
AET,ORV,231
AET,OME,394
AET,MNT,134
AET,BRW,344
AET,FYU,203
AET,RMP,102
AET,ANC,382
AET,NUL,200
HMN,IAD,1654
HMN,BIF,71
HMN,ROW,97
HMN,MUO,881
HMN,LSV,560
HMN,BGR,2150
HMN,DOV,1761
ELP,ATL,1282
ELP,TEB,1895
ELP,BUR,715
ELP,JZT,547
ELP,YIP,1447
ELP,LAN,1413
ELP,ELP,0
ELP,LRD,509
ELP,AUO,1226
ELP,TUL,673
ELP,GYY,1247
ELP,MCI,834
ELP,ICT,648
ELP,IAH,667
ELP,HOB,195
ELP,IFP,526
ELP,COS,492
ELP,TUS,269
ELP,PUB,459
ELP,SAT,496
ELP,SHV,737
ELP,SDF,1247
ELP,CLL,599
ELP,DEN,563
ELP,PHX,347
ELP,ROW,149
ELP,DFW,551
ELP,CID,1067
ELP,MAF,246
ELP,MEM,972
ELP,HVC,1134
ELP,GRR,1373
ELP,DSM,972
ELP,GJT,519
ELP,ABQ,223
ELP,ONT,670
ELP,DRT,365
ELP,SDM,623
ELP,AUS,528
ELP,DTW,1455
ELP,MDT,1747
ELP,VNY,722
ELP,RIC,1694
ELP,JAN,956
ELP,BUF,1693
ELP,SMX,841
ELP,RWI,1656
ELP,ADS,563
ELP,MFE,627
ELP,QQY,523
ELP,MHR,962
ELP,CLE,1508
ELP,CHS,1538
ELP,DAY,1358
ELP,YNG,1564
ELP,LBB,295
ELP,IAG,1687
ELP,MGM,1171
ELP,ASN,1189
ELP,SLN,688
ELP,AZA,325
ELP,SAN,636
ELP,MSY,965
ELP,TCL,1098
ELP,CAK,1519
ELP,LAS,583
ELP,OKC,563
ELP,MQY,1175
ELP,ENV,748
ELP,BHM,1148
ELP,AVL,1393
ELP,LCK,1422
ELP,SNA,681
ELP,AMA,358
ELP,BWI,1741
ELP,OMA,875
ELP,SJC,964
ELP,BRO,677
ELP,OCF,1449
ELP,STL,1022
ELP,SAV,1475
ELP,FAT,836
ELP,BFI,1372
ELP,MIA,1631
ELP,CMH,1428
ELP,DHN,1233
ELP,FLL,1633
ELP,AFW,536
ELP,PBI,1622
ELP,ANB,1200
ELP,FSM,734
ELP,BNA,1167
ELP,DAL,562
ELP,SFO,993
ELP,HOU,677
ELP,PIB,1004
ELP,XNA,757
ELP,SKF,493
ELP,AZO,1352
ELP,CAE,1472
ELP,PTK,1463
ELP,LEX,1305
ELP,PDX,1288
ELP,LFT,860
ELP,AEX,816
ELP,CVG,1319
ELP,LAX,715
ELP,LIT,843
ELP,ORD,1236
ELP,IND,1249
ELP,MDD,252
ELP,FNT,1457
ELP,TOL,1417
ELP,HWD,981
ELP,CRP,601
ELP,TYS,1314
ELP,CYS,650
ELP,PSP,605
ELP,BFL,772
ELP,CLT,1482
ELP,CNO,671
ELP,IGM,497
ELP,OAK,988
ELP,LAF,1235
ELP,NYL,485
ELP,IAD,1697
ELP,GSP,1410
ELP,ORF,1753
ELP,MCO,1516
ELP,ABI,395
ELP,LWS,1154
ELP,MLU,841
ELP,MHK,744
ELP,BTR,906
ELP,FWA,1334
ELP,MDW,1237
ELP,RDU,1606
ELP,ROA,1547
ELP,ISN,1139
ELP,SLC,693
ELP,SUS,1005
ELP,LGC,1246
ELP,MLI,1101
ELP,OLS,265
ELP,RFD,1190
ELP,TUP,1035
ELP,MOB,1075
ELP,TLH,1307
ELP,ACT,539
ELP,RNO,920
ELP,FLG,382
ELP,FNL,601
ELP,HRL,653
ELP,CSG,1255
ELP,BOS,2067
ELP,DTO,544
ELP,MSP,1147
ELP,DQP,1060
ELP,EFD,684
ELP,MTJ,470
ELP,II3,1199
ELP,EVV,1150
ELP,DPA,1219
ELP,SPI,1086
ELP,SBN,1301
ELP,GDC,1401
ELP,CKV,1133
ELP,HSV,1150
ELP,FOE,779
ELP,FYV,758
ELP,SMF,981
ELP,TPA,1452
ELP,NJK,548
ELP,SFB,1514
ELP,PKB,1492
ELP,MSN,1216
ELP,PVU,652
ELP,SJT,348
ELP,PGV,1684
ELP,HOT,791
ELP,LUK,1332
ELP,ALO,1067
ELP,HKY,1459
ELP,SBA,801
ELP,ADW,1728
ELP,LCH,789
ELP,FSD,967
ELP,ARA,869
ELP,ISO,1671
ELP,PUW,1178
ELP,PGD,1506
ELP,SPS,482
ELP,PIT,1572
ELP,SEA,1368
ELP,IPL,543
ELP,UTM,948
ELP,SYR,1824
ELP,BOI,973
ELP,LGU,752
ELP,HTS,1419
ELP,GEG,1239
ELP,LWB,1529
ELP,SGF,829
ELP,CNM,129
ELP,ALM,75
AKB,IKO,231
AKB,DUT,339
AKB,SDP,599
AKB,ADK,107
AKB,CDB,514
AKB,AKN,818
AKB,ANC,1100
AKB,DLG,772
AKB,FQW,277
CGI,PTK,497
CGI,STL,114
CGI,YIP,472
CGI,TOL,431
CGI,TEB,870
CGI,LAN,465
CGI,DTW,478
CGI,GYY,324
CGI,LRD,882
CGI,MSP,562
CGI,JZT,530
ANB,JAN,260
ANB,CVG,382
ANB,LFT,429
ANB,BHM,52
ANB,JQF,319
ANB,BWG,235
ANB,LRD,910
ANB,PTK,640
ANB,GSP,227
ANB,YIP,610
ANB,MIA,632
ANB,CMI,465
ANB,CLL,650
ANB,LAN,638
ANB,MWA,338
ANB,FWA,511
ANB,NGU,588
ANB,BRO,873
ANB,INT,365
ANB,LUK,389
ANB,DSM,695
ANB,TCL,104
ANB,GEG,1907
ANB,LCH,494
ANB,MQY,171
ANB,LAW,723
ANB,DFW,649
ANB,XNA,514
ANB,ASN,11
ANB,ELP,1200
ANB,MTO,428
ANB,CHO,520
ANB,AUS,732
ANB,HOU,618
YUM,TUS,217
YUM,PSP,137
YUM,PHX,160
YUM,SDM,139
YUM,SCF,170
YUM,ONT,198
YUM,LAX,237
YUM,SBP,390
YUM,LRD,972
YUM,ELP,485
YUM,LAS,238
YUM,BFL,319
YUM,IPL,58
YUM,PIA,1484
YUM,SC1,1969
YUM,OAJ,2123
CSN,BUR,353
NGF,VCV,2608
NGF,HNL,13
NGF,OAK,2395
NGF,SDF,4370
NGF,NYL,2750
NZC,NGU,564
NZC,TLH,148
NZC,MEM,577
NZC,SEA,2447
NZC,DFW,912
NZC,VCV,2086
NZC,LAW,1011
NZC,YIP,834
NZC,GLH,581
NZC,MYR,295
NZC,LAL,154
NZC,MSP,1185
NZC,ATL,279
NZC,MCO,128
NZC,NZC,0
NZC,CVG,629
NZC,HSV,418
NZC,BUF,894
NZC,MIA,320
NZC,DTW,831
NZC,LRD,1081
NZC,BOS,1032
NZC,TOL,791
NZC,PHL,763
NZC,FLL,304
TVF,FOD,393
TVF,DSM,468
TVF,GFK,47
TVF,MEM,954
TVF,MSP,261
TVF,STL,706
TVF,JLN,758
TVF,DVL,126
TVF,JMS,141
TVF,MCI,610
TVF,DLH,205
TVF,JBR,891
TVF,SUX,391
TVF,ATY,223
TVF,HON,272
TVF,HIB,163
TVF,ISN,345
TVF,PIA,604
RSW,PNS,427
RSW,ATL,515
RSW,CVG,879
RSW,DTW,1084
RSW,JFK,1074
RSW,LGA,1080
RSW,MSP,1416
RSW,FLL,104
RSW,TPA,110
RSW,EWR,1068
RSW,PBI,103
RSW,TLH,309
RSW,MIA,104
RSW,IAH,861
RSW,IND,945
RSW,PIT,966
RSW,CMH,930
RSW,ORD,1120
RSW,MDT,984
RSW,ORF,785
RSW,PHL,993
RSW,DCA,892
RSW,MCO,133
RSW,RDU,667
RSW,UTM,759
RSW,GPT,519
RSW,BOS,1249
RSW,CLE,1025
RSW,GRR,1147
RSW,RIC,799
RSW,BDL,1180
RSW,BUF,1144
RSW,MKE,1183
RSW,ALB,1205
RSW,MCI,1155
RSW,MDW,1105
RSW,PVD,1200
RSW,CAK,991
RSW,HOU,853
RSW,BNA,722
RSW,STL,979
RSW,IAD,891
RSW,DEN,1607
RSW,BWI,919
RSW,RST,1340
RSW,SDF,835
RSW,OMA,1299
RSW,MSY,570
RSW,BHM,569
RSW,ECP,360
RSW,AUS,1001
RSW,CRP,973
RSW,ACY,982
RSW,DFW,1017
RSW,SRQ,77
RSW,ABI,1152
RSW,DSM,1236
RSW,RFD,1157
RSW,SJU,1150
RSW,FSD,1445
RSW,CLT,600
RSW,PTK,1116
RSW,TYS,653
RSW,PHX,1868
RSW,LAX,2238
RSW,JAX,273
RSW,CAE,511
RSW,AGS,471
RSW,BFM,476
RSW,ISP,1101
RSW,PIE,111
RSW,MEM,763
RSW,FNT,1138
RSW,LBE,956
RSW,EYW,136
RSW,TNT,71
RSW,HPN,1102
RSW,TTN,1028
RSW,HSV,633
RSW,RSW,0
RSW,BTV,1326
RSW,MCN,439
RSW,SBN,1078
RSW,DAL,1005
RSW,LAS,2070
RSW,SFB,158
RSW,FWA,1015
RSW,GSP,577
RSW,PIA,1075
RSW,SWF,1120
RSW,SAT,1041
RSW,COS,1575
RSW,CHS,450
RSW,CSG,454
RSW,ILG,973
RSW,SAV,387
RSW,TMB,102
RSW,GNV,219
RSW,MGM,486
RSW,PGD,30
RSW,DAY,932
RSW,SYR,1186
RSW,SHV,833
RSW,MSN,1222
RSW,MYR,520
RSW,GRB,1287
RSW,ELP,1528
RSW,ROC,1166
RSW,ADW,892
RSW,SPI,1024
RSW,ABE,1038
RSW,TUL,1066
RSW,ABY,375
RSW,LAN,1131
RSW,MLI,1143
RSW,TOL,1044
RSW,GSO,667
RSW,AZO,1103
RSW,MLB,128
RSW,BMI,1046
RSW,MHT,1272
RSW,NZC,254
RSW,BTR,634
RSW,YIP,1087
RSW,STT,1211
RSW,LFT,672
RSW,MFE,1022
RSW,EVV,861
BJI,DTW,675
BJI,IFP,1323
BJI,MSP,199
BJI,GFK,109
BJI,FAR,97
BJI,MSN,407
BJI,SUX,360
BJI,BRD,85
BJI,MKE,466
BJI,AXN,116
BJI,FSD,285
BJI,FFM,103
BJI,HIB,99
BJI,DLH,137
BJI,FWA,660
BJI,YIP,667
SEF,FRG,1021
SEF,TRI,625
AL4,MIA,531
AL4,MGM,68
MKC,BFI,1502
MKC,JFK,1109
MKC,LAX,1368
MKC,BUR,1359
MKC,CWI,292
MKC,SNA,1346
MKC,APA,550
MKC,YIP,619
MKC,IND,446
MKC,CLT,799
MKC,HKY,762
MKC,PTK,633
MKC,MDW,404
MKC,CLE,691
MKC,LBB,551
MKC,STL,229
MKC,MSP,404
MKC,BWI,961
MKC,ORD,403
MKC,AUS,640
MKC,MKE,438
MKC,RDU,896
MKC,IAH,631
MKC,ACT,539
MKC,CVG,533
MKC,PIE,1032
MKC,PIT,769
MKC,CKB,770
MKC,LGA,1104
MKC,TPA,1035
MKC,DEN,541
MKC,DFW,451
MKC,ATL,681
MKC,IAD,920
MKC,BOS,1254
MKC,MFE,917
MKC,SJC,1486
MKC,SLN,166
MKC,TEB,1094
MKC,VNY,1366
MKC,TYS,625
MKC,ANB,618
MKC,GYY,416
MKC,TOL,594
MKC,SAN,1337
MKC,SFO,1506
MKC,MFR,1494
MKC,SLC,929
MKC,PUB,538
MKC,MIA,1238
MKC,BNA,481
MKC,SEA,1501
MKC,CLL,597
MKC,DTW,627
MKC,BKL,701
MKC,MCI,14
MKC,HPN,1112
MKC,YKN,300
MKC,SAT,697
MKC,GRB,498
MKC,EWR,1088
MKC,ONT,1322
MKC,DRO,729
MKC,PHX,1046
MKC,LGB,1358
MKC,AHN,721
MKC,IPL,1250
MKC,PHL,1033
MKC,SPZ,205
MKC,EGE,660
MKC,INT,814
MKC,BTR,624
PPV,WWP,24
PPV,NKI,35
PPV,EDA,27
PPV,KPB,1
PPV,WFB,101
PPV,KCC,34
PPV,CGA,61
PPV,KTB,61
PPV,UXI,12
PPV,PTD,40
PPV,KTN,100
PPV,HYG,83
PPV,HYL,70
PPV,ZXH,95
KCG,AKN,176
KCG,KCL,6
KCG,ADQ,243
KCG,EGX,135
KCG,DLG,189
KCG,KCQ,16
KCG,PTH,46
KCG,KPV,41
KCG,PIP,93
KCG,UGB,81
KCG,WSN,173
KCG,PML,87
KCG,NLG,110
KCG,WQZ,16
KCG,KYK,172
KCG,KLL,203
KCG,KPB,946
KCG,A57,139
KCG,VZN,60
KCG,PCE,69
KCG,CDB,186
KCG,OQP,65
GRI,LBF,124
GRI,EAR,40
GRI,TXK,570
GRI,DFW,561
GRI,LBB,539
GRI,SPS,481
GRI,IFP,971
GRI,ENV,823
GRI,AZA,905
GRI,EWR,1261
GRI,IND,640
GRI,MIA,1470
GRI,OMA,128
GRI,LAS,971
GRI,LNK,82
GRI,MCI,223
GRI,OKC,386
GRI,FSM,444
GRI,ABI,595
GRI,TUL,354
GRI,SLC,715
GRI,ICT,234
GRI,DCA,1137
GRI,CMH,814
GRI,ACT,648
GRI,CHS,1151
GRI,COS,371
GRI,SDF,698
GRI,TYR,615
GRI,GJT,556
GRI,PUB,378
GRI,MCK,131
GRI,ELP,775
GRI,YIP,769
GRI,DTW,779
GRI,PTK,777
GRI,MSP,374
GRI,DEN,344
GRI,FVG,929
GRI,HYS,155
GRI,BNA,712
GRI,DRO,572
DLG,TOG,67
DLG,WKK,17
DLG,IGG,95
DLG,ILI,136
DLG,KLL,59
DLG,KNK,134
DLG,PDB,163
DLG,NNL,144
DLG,CHU,177
DLG,KLN,195
DLG,KNW,49
DLG,DLG,0
DLG,KMO,20
DLG,WSN,59
DLG,PTH,144
DLG,BET,167
DLG,KWN,128
DLG,KGK,65
DLG,ANC,329
DLG,EGX,72
DLG,CLP,15
DLG,KEK,43
DLG,AKN,71
DLG,PIP,107
DLG,PQS,250
DLG,CDB,309
DLG,TWA,63
DLG,FAI,528
DLG,KPV,219
DLG,PML,224
DLG,ADQ,236
DLG,KCG,189
DLG,NNK,57
DLG,EHM,131
DLG,ENA,274
DLG,GNU,109
DLG,PCA,30
DLG,DUT,470
DLG,CYF,216
DLG,KPN,204
DLG,OOK,252
DLG,SDP,269
DLG,ANI,179
DLG,STG,441
DLG,SNP,448
DLG,KVC,306
DLG,OME,441
DLG,CDV,465
DLG,WTL,171
DLG,NME,238
DLG,KCL,189
DLG,DCK,549
DLG,VZM,92
DLG,NUP,188
DLG,RSH,212
DLG,PSG,948
DLG,AA2,56
DLG,OTZ,558
DLG,KSM,265
DLG,ANV,256
DLG,KCQ,193
DLG,KKI,166
DLG,GAL,397
DLG,VAK,299
DLG,HOM,252
DLG,KLG,184
DLG,MCG,288
DLG,KWT,158
DLG,PTU,118
DLG,KWK,174
DLG,EEK,148
DLG,OQP,132
DLG,HPB,314
DLG,SLQ,190
DLG,UGB,115
DLG,EDF,337
MLU,HOU,275
MLU,JAN,116
MLU,AUS,369
MLU,SHV,105
MLU,JLN,349
MLU,DFW,293
MLU,BTR,146
MLU,RAP,994
MLU,TYS,514
MLU,HSV,337
MLU,BHM,315
MLU,MGM,330
MLU,CSG,414
MLU,DCA,949
MLU,ATL,448
MLU,IAH,262
MLU,BWG,443
MLU,MQY,397
MLU,LWS,1631
MLU,HKY,649
MLU,ELD,67
MLU,RWI,842
MLU,GPT,227
MLU,BRO,559
MLU,AEX,87
MLU,LFT,159
MLU,BNA,395
MLU,LIT,153
MLU,TYR,197
MLU,FSM,236
MLU,AGS,588
MLU,ABI,447
MLU,ELP,841
MLU,CRW,714
MLU,ANB,366
MLU,GSO,734
MLU,SAV,634
MLU,ORF,949
MLU,OKC,376
MLU,CLL,288
MLU,LEX,567
MLU,LCH,179
MLU,SJT,503
MLU,MEM,211
MLU,ADS,281
MLU,MLI,622
MLU,RDU,793
MLU,MIA,847
MLU,MHK,526
MLU,SAT,433
MLU,CAK,824
MLU,MCI,491
MLU,TUL,336
MLU,MSY,203
MLU,HOB,652
MLU,GGG,156
MLU,LWB,754
MLU,YIP,817
MLU,LGU,1263
MLU,ACT,311
MLU,CMI,560
MLU,SJC,1722
MLU,MEI,193
MLU,GTR,210
MLU,AVL,581
MLU,VLD,530
MLU,FLL,843
MLU,MOT,1189
MLU,SAN,1463
MLU,RNO,1619
MLU,CID,647
MLU,TLH,477
MLU,FAT,1598
MLU,LSE,785
MLU,MSP,856
MLU,BPT,212
MLU,FWA,696
MLU,ILM,825
MLU,BOI,1515
MLU,BWI,976
WKK,DLG,17
WKK,ILI,134
WKK,TOG,65
WKK,KMO,26
WKK,BET,152
WKK,NNK,69
WKK,TWA,61
WKK,AKN,82
WKK,CLP,31
WKK,KGK,57
WKK,KNW,46
WKK,KEK,41
TTN,MVY,233
TTN,BED,238
TTN,LEB,265
TTN,BWI,125
TTN,YIP,473
TTN,STL,837
TTN,DTW,464
TTN,CHA,674
TTN,PIT,286
TTN,LAF,640
TTN,CID,888
TTN,EWR,44
TTN,MCO,896
TTN,BNA,706
TTN,IND,610
TTN,MKE,701
TTN,LGA,60
TTN,MSP,989
TTN,CVG,532
TTN,RSW,1028
TTN,UST,801
TTN,MDW,683
TTN,PBI,985
TTN,TPA,955
TTN,FLL,1026
TTN,RDU,373
TTN,CLT,484
TTN,ORD,693
TTN,ATL,701
TTN,ACK,258
TTN,AIK,594
TTN,OXC,121
TTN,AND,589
TTN,SDF,603
TTN,RIC,234
TTN,GYR,2118
TTN,CAE,559
TTN,CMH,428
TTN,CLE,377
TTN,JQF,466
TTN,BDR,108
TTN,OCI,3311
TTN,JAX,777
TTN,TYS,587
TTN,MSN,776
TTN,MIA,1047
TTN,MSY,1123
TTN,TEB,56
TTN,BFI,2384
TTN,CRW,386
TTN,ACY,58
TTN,LWM,255
TTN,HPN,80
TTN,SBN,609
TTN,SCE,165
TTN,CLL,1382
TTN,PHF,235
TTN,OAK,2527
TTN,SLN,1221
TTN,SFO,2538
TTN,IAD,169
TTN,AUG,379
TTN,LCK,431
TTN,PTK,476
TTN,LRD,1657
TTN,CKB,296
TTN,BOS,245
TTN,BUF,274
BZN,HPN,1894
BZN,MSP,874
BZN,SLC,347
BZN,SJC,804
BZN,BUR,885
BZN,COS,583
BZN,VNY,887
BZN,SCF,840
BZN,OAK,796
BZN,BIL,126
BZN,MSO,161
BZN,COD,135
BZN,LAX,902
BZN,CPR,305
BZN,TUL,1033
BZN,WYS,75
