ORIG,DEST,NUM
EEN,TEB,169
EEN,HPN,146
EEN,HTO,134
EEN,ACK,161
EEN,PCT,212
EEN,LDJ,188
EEN,SBN,724
EEN,PVD,92
EEN,DEN,1687
EEN,AFK,1226
JHW,PIT,125
JHW,BUF,61
JHW,MDT,188
JHW,SYR,174
JHW,FKL,62
JHW,YIP,219
JHW,PKB,225
JHW,BFD,40
JHW,CLE,144
JHW,JHW,0
JHW,DUJ,70
JHW,BDL,338
JHW,BWI,246
JHW,DVN,585
JHW,LUK,343
JHW,PTK,216
FWS,BUR,1220
LOT,BUR,1721
BEC,VWS,4
ICT,ATL,782
ICT,MSP,545
ICT,MIA,1295
ICT,FSD,411
ICT,VNY,1202
ICT,ELD,401
ICT,SLN,80
ICT,LBL,199
ICT,PHX,870
ICT,GYY,600
ICT,DTW,810
ICT,IAH,542
ICT,CLL,491
ICT,LAN,765
ICT,TUL,132
ICT,STL,392
ICT,MCI,186
ICT,AUS,514
ICT,BTR,608
ICT,COS,403
ICT,FNT,809
ICT,PIA,465
ICT,DEN,420
ICT,LCH,572
ICT,SHV,413
ICT,SJT,468
ICT,ABE,1196
ICT,MHT,1415
ICT,ERI,965
ICT,TVC,787
ICT,LRD,706
ICT,DFW,328
ICT,MHK,111
ICT,BMI,498
ICT,HUF,562
ICT,MWA,461
ICT,ALO,431
ICT,EVV,542
ICT,MDW,589
ICT,ORD,588
ICT,LBB,369
ICT,FSM,234
ICT,SPS,259
ICT,XNA,197
ICT,IDA,868
ICT,MLI,453
ICT,CPR,599
ICT,DSM,335
ICT,SFO,1364
ICT,HSV,631
ICT,OAK,1355
ICT,MTJ,573
ICT,PUB,388
ICT,ICT,0
ICT,OKC,156
ICT,SAT,563
ICT,SMX,1296
ICT,ELP,648
ICT,TUS,856
ICT,SDM,1159
ICT,BUF,1051
ICT,AFW,321
ICT,IFP,969
ICT,ACY,1241
ICT,DLH,689
ICT,MEM,453
ICT,DAL,333
ICT,LAS,986
ICT,BNA,605
ICT,ENV,914
ICT,BWI,1129
ICT,FAT,1228
ICT,MER,1268
ICT,CLE,870
ICT,DCA,1110
ICT,HOU,565
ICT,CVG,699
ICT,BFI,1431
ICT,LAX,1203
ICT,CHS,1035
ICT,RIC,1102
ICT,SAN,1166
ICT,SDF,640
ICT,GCK,181
ICT,AZA,855
ICT,GTF,980
ICT,SGF,224
ICT,CID,422
ICT,LUK,713
ICT,BUR,1195
ICT,TVI,903
ICT,PBI,1263
ICT,YIP,802
ICT,DDC,139
ICT,FSK,146
ICT,GUY,234
ICT,CRP,681
ICT,GSP,869
ICT,FOE,132
ICT,MKE,622
ICT,AEX,517
ICT,MAF,478
ICT,LFT,601
ICT,OMA,265
ICT,EWR,1263
ICT,FAR,641
ICT,SCE,1071
ICT,LEX,701
ICT,LAR,508
ICT,MSN,570
ICT,CKB,938
ICT,SLC,809
ICT,TYS,756
ICT,PSP,1102
ICT,ABQ,542
ICT,IAD,1087
ICT,GBD,91
ICT,SBN,655
ICT,CSG,791
ICT,CNO,1160
ICT,SNA,1179
ICT,UTM,446
ICT,YNG,928
ICT,NYL,1030
ICT,CMH,800
ICT,GPT,692
ICT,ALB,1294
ICT,ABI,383
ICT,MCO,1129
ICT,ONT,1156
ICT,BIL,803
ICT,IAB,9
ICT,GCN,823
ICT,DAY,729
ICT,OLS,876
ICT,PTK,817
ICT,GRK,454
ICT,MSY,669
ICT,GRB,676
ICT,GRI,234
ICT,RST,503
ICT,GJT,610
ICT,CHA,705
ICT,FWA,694
ICT,PDX,1406
ICT,BHM,664
ICT,AGS,919
ICT,INT,958
ICT,GFK,711
ICT,BOI,1066
ICT,BPT,566
ICT,JLN,165
ICT,CLT,932
ICT,RAP,530
ICT,COD,767
ICT,SCK,1300
ICT,RNO,1213
ICT,AMA,291
ICT,PAE,1439
ICT,RFD,542
ICT,PIT,944
ICT,CMI,520
ICT,ECP,835
ICT,JAN,556
ICT,CAE,950
ICT,CYS,463
ICT,ROA,958
ICT,PHL,1205
ICT,BOS,1433
ICT,IND,619
ICT,TLH,900
ICT,LIT,354
ICT,RSL,113
ICT,HYS,130
ICT,GRR,725
ICT,JQF,942
ICT,SPI,445
ICT,DBQ,484
ICT,MCN,851
ICT,HAR,1120
ICT,SJC,1343
ICT,RIV,1142
BIC,EGX,38
BIC,AKN,78
BIC,A57,42
SAC,OLM,588
SAC,SBD,386
SAC,SFO,78
SAC,RNO,115
SAC,SMO,353
SAC,BUR,345
SAC,SBA,296
SAC,RDD,144
SAC,AUS,1472
SAC,LAS,387
MVY,EWB,26
MVY,HPN,163
MVY,MMU,203
MVY,OWD,62
MVY,ACK,30
MVY,BDR,132
MVY,BED,82
MVY,BVY,84
MVY,HYA,26
MVY,LCI,156
MVY,UBF,38
MVY,BOS,70
MVY,TTN,233
MVY,IAD,400
MVY,TEB,184
MVY,BUR,2626
MVY,HTO,90
MVY,FOK,112
MVY,DXR,149
MVY,EWR,192
MVY,PTW,271
MVY,PVD,48
MVY,LGA,175
MVY,JFK,173
MVY,DCA,383
MVY,BTV,248
MVY,FRG,153
MVY,HVN,119
MVY,PCT,223
MVY,MDW,887
MVY,SBA,2696
MVY,MA5,122
MVY,FID,74
MVY,MPO,249
MVY,WST,62
MVY,OXC,131
MVY,WVL,222
MVY,IPT,329
MVY,ZXU,44
MVY,RIC,448
MVY,NPT,36
MVY,VGC,273
MVY,LEB,177
MVY,BHB,240
MVY,BKL,574
MVY,NY1,178
MVY,ORH,89
MVY,PWM,156
MVY,AGC,493
MVY,XXE,208
MVY,BDL,114
MVY,BID,53
MVY,ISS,183
MVY,BWI,355
MVY,ITH,310
MVY,MA4,49
MVY,PSF,155
MVY,HFD,108
MVY,SAV,867
MVY,CVG,760
MVY,JZU,170
MVY,VNY,2632
MVY,PHL,265
MVY,EUG,2636
MVY,MSY,1350
JZN,BFI,118
ABE,ATL,692
ABE,SLN,1187
ABE,MDT,77
ABE,ORD,654
ABE,AVP,50
ABE,EWR,67
ABE,LGA,83
ABE,TYS,572
ABE,IND,578
ABE,MOB,993
ABE,DAY,467
ABE,JFK,87
ABE,AVL,528
ABE,DTW,425
ABE,IAD,159
ABE,CSG,770
ABE,CLT,481
ABE,GSO,398
ABE,BHM,792
ABE,PHL,55
ABE,DCA,151
ABE,SCE,127
ABE,TCL,845
ABE,MCI,1025
ABE,GPT,1041
ABE,UTM,913
ABE,PIE,970
ABE,BWI,121
ABE,IFP,2153
ABE,PGD,1018
ABE,SDF,576
ABE,MEM,883
ABE,MYR,518
ABE,SFB,882
ABE,ILN,451
ABE,OAK,2490
ABE,MCO,906
ABE,ALO,887
ABE,AND,582
ABE,HPN,95
ABE,FRG,107
ABE,LAN,495
ABE,CAK,315
ABE,ACY,94
ABE,PIT,252
ABE,SBN,571
ABE,CLE,339
ABE,FWA,512
ABE,CHA,659
ABE,RIC,239
ABE,BTV,288
ABE,PSM,291
ABE,GSP,543
ABE,LRD,1639
ABE,ROC,205
ABE,YIP,434
ABE,LEX,523
ABE,OCF,879
ABE,HUF,634
ABE,TEB,74
ABE,SAV,669
ABE,GRR,543
ABE,CVG,503
ABE,BDL,169
ABE,CAE,558
ABE,MBS,486
ABE,EVV,672
ABE,CID,850
ABE,PVD,222
ABE,TRI,474
ABE,BED,249
ABE,DAB,852
ABE,ROA,335
ABE,TPA,962
ABE,CMH,396
ABE,PTK,436
ABE,ACK,284
ABE,MSP,948
ABE,RWI,357
ABE,ELM,128
ABE,IAH,1339
ABE,BGM,111
ABE,JAX,783
ABE,FSD,1110
ABE,ICT,1196
ABE,LYH,306
ABE,SWF,91
ABE,ORF,262
ABE,PHF,249
ABE,ERI,265
ABE,RDU,376
ABE,TVC,588
ABE,CHS,592
ABE,GRB,699
ABE,BNA,685
ABE,PIA,748
ABE,ALB,168
ABE,SHV,1166
ABE,PBG,294
ABE,RSW,1038
ABE,FAR,1149
ABE,OKC,1258
ABE,FLL,1041
ABE,PUB,1555
ABE,SVH,451
ABE,ITH,137
ABE,MSN,736
ABE,MKE,662
ABE,CMI,679
ABE,FNT,457
ABE,TUL,1149
ABE,DSM,951
ABE,LBE,211
ABE,BIF,1820
ABE,TUS,2049
ABE,LCK,400
ZXO,WFB,86
MTH,EYW,46
MTH,FLL,108
MTH,MIA,88
MTH,BPT,874
MTH,TMB,74
KDK,ADQ,6
KDK,OLH,53
KDK,KLL,187
KDK,AKK,90
BIL,SLC,387
BIL,FAR,565
BIL,LIT,1148
BIL,COD,92
BIL,MSP,748
BIL,BZN,126
BIL,CYS,372
BIL,GEG,445
BIL,BOI,409
BIL,DEN,455
BIL,FAT,851
BIL,SEA,664
BIL,FCA,320
BIL,ORD,1060
BIL,ENV,447
BIL,ONT,941
BIL,MKE,1038
BIL,AZA,878
BIL,LAS,754
BIL,IFP,800
BIL,PDX,679
BIL,HVR,197
BIL,GTF,177
BIL,ATL,1525
BIL,FWA,1217
BIL,DSM,800
BIL,RST,797
BIL,OMA,706
BIL,AFW,1067
BIL,COS,522
BIL,GJT,461
BIL,GFK,558
BIL,DFW,1081
BIL,CPR,225
BIL,IND,1202
BIL,SDF,1281
BIL,RFD,998
BIL,PHX,873
BIL,GGW,189
BIL,GDV,201
BIL,OLF,211
BIL,BUR,954
BIL,BFI,664
BIL,LAX,970
BIL,SDY,245
BIL,FSD,601
BIL,MEM,1224
BIL,MTJ,505
BIL,IDA,235
BIL,SFO,909
BIL,IAD,1648
BIL,CLT,1615
BIL,MCI,835
BIL,OAK,898
BIL,SGF,980
BIL,NZC,1795
BIL,PIA,1013
BIL,JAC,186
BIL,KTN,1206
BIL,ATW,984
BIL,OGD,363
BIL,MSO,276
BIL,YIP,1265
BIL,DCA,1671
BIL,LWS,409
BIL,CID,882
BIL,MLS,135
BIL,ICT,803
BIL,RNO,718
BIL,LWT,96
BIL,BLI,688
BIL,IAH,1304
BIL,PTK,1260
BIL,MFR,750
BIL,YKM,578
BIL,BOS,1866
BIL,DTW,1274
BIL,ABQ,750
BIL,LBB,910
BIL,HLN,174
BIL,SMF,828
BIL,RIW,189
BIL,CLE,1366
BIL,TWF,374
BIL,HDN,374
BIL,EUG,728
BIL,ANC,1964
BIL,MSN,965
BIL,OKC,919
BIL,WRL,130
BIL,SHR,104
BIL,GCC,179
BIL,LAR,342
BIL,ISN,284
BIL,RAP,295
BIL,HSV,1378
BIL,LSE,858
BIL,OTH,790
BIL,MDW,1073
BIL,FLG,754
BIL,EAT,566
BIL,UXP,1481
BIL,TUL,934
BIL,OPF,2077
BIL,BNA,1318
BIL,MHR,822
BIL,MSY,1472
WQX,KPV,224
ORL,MMU,931
ORL,BWG,651
ORL,STT,1252
ORL,RDU,527
ORL,GLH,666
ORL,EYW,276
ORL,ORL,0
ORL,BUR,2211
ORL,STL,874
ORL,SJU,1194
ORL,ESC,1226
ORL,LAL,57
ORL,GNV,97
ORL,PIE,93
ORL,TEB,943
ORL,BKW,637
ORL,MIA,200
ORL,LAS,2035
ORL,CGF,898
ORL,IAD,751
ORL,HPN,965
ORL,MDT,844
ORL,ROA,610
ORL,TPA,83
ORL,OPF,193
ORL,DSI,335
MCO,ATL,404
MCO,CLT,468
MCO,CVG,757
MCO,DEN,1546
MCO,DTW,957
MCO,HOU,849
MCO,IND,829
MCO,JFK,944
MCO,LGA,950
MCO,MEM,684
MCO,MIA,192
MCO,MSP,1310
MCO,BOS,1121
MCO,PTK,989
MCO,MKE,1066
MCO,SAT,1041
MCO,MCO,0
MCO,BNA,616
MCO,MDT,851
MCO,LAX,2218
MCO,SEA,2554
MCO,SLC,1931
MCO,MDW,990
MCO,MFE,1052
MCO,MSY,551
MCO,OKC,1069
MCO,SDF,719
MCO,BUR,2215
MCO,VNY,2222
MCO,TEB,950
MCO,TPA,81
MCO,BDL,1050
MCO,JAX,144
MCO,MLB,46
MCO,RDU,534
MCO,GNV,105
MCO,PHL,861
MCO,FLL,177
MCO,GRR,1024
MCO,GSO,535
MCO,PIT,834
MCO,CAE,380
MCO,MCI,1072
MCO,OMA,1211
MCO,CMH,802
MCO,DCA,759
MCO,CLE,895
MCO,HPN,972
MCO,IAD,758
MCO,AUS,994
MCO,RIC,667
MCO,ORD,1005
MCO,IAH,854
MCO,EWR,937
MCO,MHT,1142
MCO,PBI,141
MCO,SYR,1053
MCO,BWI,787
MCO,BQN,1129
MCO,PVD,1072
MCO,CHS,317
MCO,DFW,985
MCO,SJU,1189
MCO,ACY,852
MCO,LBE,824
MCO,CPS,865
MCO,PWM,1214
MCO,RSW,133
MCO,PHF,662
MCO,LIT,776
MCO,CAK,861
MCO,ROC,1033
MCO,FNT,1011
MCO,ALB,1073
MCO,COU,952
MCO,PHX,1849
MCO,RDG,878
MCO,AVP,944
MCO,TUL,1005
MCO,ANB,446
MCO,GSP,449
MCO,BHM,479
MCO,SFO,2446
MCO,ORH,1091
MCO,PSE,1179
MCO,SWF,989
MCO,LAL,53
MCO,GJT,1722
MCO,TLH,228
MCO,STL,882
MCO,CRP,989
MCO,ORF,655
MCO,NGU,655
MCO,TTN,896
MCO,ISP,971
MCO,ABQ,1553
MCO,MAF,1271
MCO,SAN,2149
MCO,COS,1520
MCO,LCH,729
MCO,SHV,796
MCO,BFF,1558
MCO,CYS,1590
MCO,LFT,656
MCO,TUS,1784
MCO,DAB,54
MCO,LAS,2039
MCO,STT,1246
MCO,SAV,255
MCO,DAL,973
MCO,ECP,301
MCO,PIE,91
MCO,ONT,2171
MCO,DAY,808
MCO,BUF,1011
MCO,XNA,932
MCO,MSN,1109
MCO,EYW,268
MCO,PNS,381
MCO,BMI,936
MCO,ILG,841
MCO,APF,159
MCO,BCT,160
MCO,PIB,525
MCO,ACT,978
MCO,ADS,975
MCO,MCN,325
MCO,TYS,532
MCO,LRD,1110
MCO,AEX,703
MCO,NQA,693
MCO,RST,1234
MCO,HSV,535
MCO,FOE,1097
MCO,AGS,343
MCO,BKG,890
MCO,LNS,855
MCO,BTR,610
MCO,LAR,1636
MCO,LBB,1266
MCO,AMA,1285
MCO,BED,1119
MCO,EFD,842
MCO,GGG,845
MCO,PGV,547
MCO,PUB,1498
MCO,PVU,1907
MCO,SJC,2421
MCO,ELP,1516
MCO,FSD,1351
MCO,JAN,588
MCO,AFW,1002
MCO,SMF,2408
MCO,CRW,685
MCO,PDX,2534
MCO,YIP,960
MCO,JZT,984
MCO,ICT,1129
MCO,STX,1282
MCO,FRG,959
MCO,MGM,404
MCO,WRI,886
MCO,BOI,2194
MCO,LAF,886
MCO,LNK,1224
MCO,ABE,906
MCO,ABI,1129
MCO,PIA,968
MCO,SFB,24
MCO,HRL,1016
MCO,CHO,689
MCO,SHD,692
MCO,OAK,2438
MCO,GRB,1169
MCO,LCK,790
MCO,LAN,1006
MCO,ILN,771
MCO,DHN,318
MCO,BGR,1322
MCO,JVL,1070
MCO,CSG,355
MCO,TOL,918
MCO,CKB,752
MCO,RFD,1045
MCO,LEX,689
MCO,CMI,893
MCO,MYR,388
MCO,SRQ,104
MCO,GTF,2080
MCO,MHR,2391
MCO,SCE,878
MCO,CID,1097
MCO,BWG,659
MCO,JQF,481
MCO,MLI,1037
MCO,ROA,618
MCO,AVL,488
MCO,DSM,1141
MCO,BTV,1194
MCO,OPF,185
MCO,SBN,958
MCO,INT,535
MCO,TCL,498
MCO,SUS,887
MCO,ILM,450
MCO,SPI,920
MCO,BFM,434
MCO,GEG,2345
MCO,GCK,1297
MCO,YNG,885
MCO,JLN,973
MCO,BIS,1645
MCO,HTS,689
MCO,NZC,127
MCO,SGF,926
MCO,TRI,558
MCO,ABY,274
MCO,VPS,344
MCO,LAW,1092
MCO,GRK,1007
MCO,FWA,892
MCO,UTM,684
MCO,TMB,200
MCO,RNO,2315
MCO,ISO,523
MCO,MHK,1148
MCO,CLL,917
MCO,GPT,486
MCO,ADW,760
MCO,GFK,1592
MCO,VRB,77
SPW,SUX,80
SPW,BUR,1390
PTV,VIS,27
GTY,BED,361
SMO,SFO,332
SMO,MKC,1369
SMO,BUR,14
SMO,LAS,235
SMO,OAK,332
SMO,SJC,302
SMO,COS,833
SMO,VNY,14
SMO,CMI,1710
SMO,AUS,1245
SMO,STS,394
SMO,HSH,232
SMO,MRY,261
SMO,SNA,41
SMO,SAN,115
SMO,AZ3,356
SMO,MMH,250
SMO,SBA,84
SMO,GCN,382
SMO,MDW,1750
SMO,BFI,954
SMO,SAC,353
SMO,STL,1593
SMO,TEX,650
SMO,TWF,622
SMO,DAL,1248
SMO,GYR,352
SMO,FCA,1010
SMO,SLC,587
SMO,SCK,310
SMO,PDK,1952
SMO,ASE,736
SMO,PHX,373
SMO,SUN,692
SMO,TEB,2459
SMO,RIL,705
SMO,STP,1543
SMO,BFL,104
SMO,MOD,286
SMO,TUS,455
SMO,FAT,203
SMO,VGT,239
SUS,MCI,223
SUS,YIP,449
SUS,SHV,464
SUS,ICT,376
SUS,LRD,920
SUS,APF,1005
SUS,FOK,970
SUS,IAH,655
SUS,DAY,355
SUS,PTK,469
SUS,ORD,271
SUS,SDF,269
SUS,GSH,324
SUS,MFE,967
SUS,BUR,1568
SUS,SNA,1554
SUS,ELP,1005
SUS,BNA,280
SUS,CMH,426
SUS,DTW,456
SUS,DAL,531
SUS,DEN,756
SUS,MSP,449
SUS,MDW,264
SUS,OAK,1711
SUS,LAX,1577
SUS,MEM,252
SUS,HPN,915
SUS,MTJ,932
SUS,FSM,308
SUS,BUF,690
SUS,IAD,712
SUS,STL,16
SUS,EWR,888
SUS,LGB,1566
SUS,MKE,329
SUS,SJC,1701
SUS,JEF,82
SUS,CLT,587
SUS,HYS,466
SUS,MOT,850
SUS,TVC,495
SUS,PIT,570
SUS,ONT,1530
SUS,LGA,904
SUS,BED,1050
SUS,MCO,887
SUS,PHL,830
SUS,FRG,928
SUS,FLL,1061
SUS,TPA,873
SUS,HOU,675
SUS,SAT,772
SUS,PHX,1246
SUS,TOL,415
SUS,JQF,594
SUS,ATL,491
SUS,MIA,1073
SUS,BOS,1063
SUS,LAN,426
SUS,CLE,503
SUS,CID,229
SUS,RSW,982
SUS,LNK,359
SUS,LAW,515
SUS,TRI,477
SUS,BWI,754
SUS,ALO,284
BYH,LRD,806
BYH,DTW,558
BYH,AEX,353
BYH,MIA,904
BYH,SAT,665
BYH,MSY,412
BYH,SDF,278
BYH,MHR,1729
BYH,COU,233
PIZ,BRW,180
PIZ,OTZ,198
PIZ,PHO,134
PIZ,AIN,95
PIZ,ATK,141
PIZ,NUI,287
PIZ,FAI,528
PIZ,OME,368
PIZ,WTK,151
PIZ,ANC,698
PIZ,SCC,346
PIZ,PIZ,0
PIZ,KVL,144
PIZ,AKP,301
PIZ,ORV,208
PIZ,UTO,355
PIZ,BTT,352
PIZ,BTI,461
PIZ,GAL,382
PIZ,UMT,264
PIZ,UNK,409
PIZ,A98,39
NRB,IAD,631
NRB,PBI,268
KLG,BET,72
KLG,KWT,63
KLG,PKA,75
KLG,KKI,58
KLG,KUK,86
KLG,AKI,53
KLG,ANI,27
KLG,MLL,60
KLG,TLT,37
KLG,RSH,36
KLG,PQS,88
KLG,EMK,160
KLG,ATT,79
KLG,HCR,49
KLG,MOU,116
KLG,UNK,164
KLG,SLQ,105
KLG,KGX,94
KLG,ANC,345
KLG,CHU,37
KLG,SHX,84
KLG,ADQ,380
KLG,CKD,76
KLG,MCG,182
KLG,KSM,103
KLG,GAL,246
KLG,EEK,108
KLG,ANV,77
KLG,WNA,80
KLG,SRV,125
KLG,KLG,0
KLG,AKN,235
KLG,WWT,149
KLG,KNW,176
KLG,SCM,173
KLG,NUP,83
KLG,VAK,174
KLG,ILI,222
KLG,HPB,192
KLG,KWN,134
KLG,PAQ,371
KLG,FVQ,79
KLG,RDV,100
KLG,LVD,163
KLG,DLG,184
KLG,PTU,182
KLG,CYF,165
KLG,KPN,168
ACK,PVD,78
ACK,HPN,191
ACK,BOS,91
ACK,EWB,55
ACK,CON,154
ACK,MVY,30
ACK,DXR,178
ACK,HYA,31
ACK,FRG,179
ACK,HFD,138
ACK,TEB,211
ACK,FOK,137
ACK,GON,103
ACK,HTO,116
ACK,LCI,175
ACK,MA2,157
ACK,MTP,98
ACK,NPT,66
ACK,BDR,160
ACK,BLM,226
ACK,JFK,199
ACK,LEB,200
ACK,ME3,224
ACK,MVL,261
ACK,OXC,161
ACK,TTN,258
ACK,LGA,202
ACK,LWM,115
ACK,OWD,87
ACK,PCT,248
ACK,BVY,102
ACK,ROC,411
ACK,BHB,237
ACK,PSF,185
ACK,PYM,57
ACK,QSO,118
ACK,BED,105
ACK,NY7,347
ACK,PHL,289
ACK,PSM,132
ACK,IAD,423
ACK,MMU,230
ACK,VWK,231
ACK,FID,103
ACK,ZXU,74
ACK,RIC,467
ACK,EWR,218
ACK,DCA,405
ACK,ORH,117
ACK,BDL,144
ACK,LEW,193
ACK,BAF,151
ACK,HVN,147
ACK,ISS,188
ACK,PVC,57
ACK,WST,91
ACK,MTN,361
ACK,PNE,272
ACK,BGR,253
ACK,FRY,194
ACK,MA5,151
ACK,CDW,222
ACK,NJ5,238
ACK,VT2,243
ACK,AGC,521
ACK,ESN,361
ACK,GAI,402
ACK,NAD,189
ACK,OCE,337
ACK,SEG,357
ACK,DAN,595
ACK,GED,332
ACK,RKD,200
ACK,NY2,355
ACK,NY1,208
ACK,PWM,166
ACK,LUK,773
ACK,UXO,125
ACK,BNA,964
ACK,ALB,219
ACK,AUG,212
ACK,LKP,287
ACK,1B1,202
ACK,ILG,312
ACK,POU,200
ACK,BWI,378
ACK,MHT,136
ACK,BBX,284
ACK,ISP,162
ACK,QMN,78
ACK,IPT,357
ACK,RUT,216
ACK,UBF,30
ACK,NHZ,182
ACK,CLT,723
ACK,JZU,199
ACK,BTV,272
ACK,MA4,66
ACK,SLK,302
ACK,FTY,945
ACK,MSV,248
ACK,BUR,2655
ACK,MA1,25
ACK,CLE,613
ACK,ACK,0
ACK,CT1,149
ATS,ROW,31
AGS,ATL,143
AGS,CGF,566
AGS,HPN,699
AGS,YIP,618
AGS,CLT,140
AGS,CAE,63
AGS,DCA,468
AGS,LGA,678
AGS,PHL,583
AGS,RIC,387
AGS,CLE,554
AGS,LRD,1117
AGS,DPA,682
AGS,ACY,588
AGS,CHS,116
AGS,TPA,373
AGS,GPT,465
AGS,IND,499
AGS,SDF,393
AGS,PTK,646
AGS,MIA,531
AGS,TEB,675
AGS,BWI,497
AGS,CTZ,234
AGS,GSP,106
AGS,IAD,460
AGS,RDU,250
AGS,SAV,96
AGS,UTM,489
AGS,DAL,863
AGS,MEM,473
AGS,CHA,218
AGS,JQF,156
AGS,OKK,543
AGS,BDR,725
AGS,MQY,317
AGS,JAX,199
AGS,FLO,141
AGS,AVL,146
AGS,DFW,874
AGS,GLH,521
AGS,ADS,862
AGS,AEX,635
AGS,LAL,371
AGS,PBI,474
AGS,MSY,541
AGS,FNT,669
AGS,SHV,692
AGS,SWF,707
AGS,HBG,450
AGS,CLL,866
AGS,XNA,729
AGS,GGG,744
AGS,GSO,221
AGS,SFB,319
AGS,ORF,407
AGS,PGD,444
AGS,BFI,2307
AGS,ACT,899
AGS,GRK,942
AGS,CRW,346
AGS,OAJ,269
AGS,MYR,176
AGS,IFP,1861
AGS,BQK,148
PCE,AKN,109
PCE,KCL,73
PCE,OQP,13
PCE,PML,145
PCE,OQC,17
PCE,EGX,71
PCE,PIP,30
PCE,VZM,57
PCE,OQI,50
PCE,KCQ,81
PCE,UGB,23
DLS,PDX,69
DLS,PSP,850
DLS,PDT,113
DLS,SAN,914
OJC,MCI,31
XXY,UKI,110
AA2,PIP,80
AA2,AKN,15
AA2,EGX,38
AA2,UGB,92
AA2,VZM,53
SWF,ASH,160
SWF,ABE,91
SWF,TEB,45
SWF,JFK,62
SWF,ACY,143
SWF,AVP,85
SWF,EWR,56
SWF,HPN,37
SWF,CLE,402
SWF,BUF,257
SWF,DTW,479
SWF,LGA,52
SWF,PBI,1077
SWF,SRQ,1084
SWF,TPA,1047
SWF,CEF,94
SWF,BOS,170
SWF,FLL,1118
SWF,MCO,989
SWF,GSO,488
SWF,IAD,250
SWF,DCA,240
SWF,RDU,463
SWF,RFD,774
SWF,OKC,1337
SWF,SDF,659
SWF,LCK,478
SWF,PWM,244
SWF,BNA,772
SWF,ALB,87
SWF,MEM,969
SWF,IND,652
SWF,MDT,166
SWF,PIE,1055
SWF,ONT,2409
SWF,ANC,3328
SWF,PHL,127
SWF,PVD,139
SWF,SYR,151
SWF,LEX,608
SWF,RIC,325
SWF,RSW,1120
SWF,PBG,220
SWF,FAY,519
SWF,HOU,1440
SWF,ATL,783
SWF,DAY,542
SWF,ACT,1450
SWF,DSM,1012
SWF,FWA,578
SWF,CID,910
SWF,MIE,597
SWF,RWI,440
SWF,CMH,472
SWF,BDL,79
SWF,TLH,956
SWF,SFB,965
SWF,YIP,489
SWF,LAX,2455
SWF,BWG,730
SWF,BQN,1638
SWF,PIT,328
SWF,MSP,991
SWF,PTK,485
SWF,DAL,1384
SWF,COS,1622
SWF,AFW,1402
SWF,BTV,210
SWF,BGR,351
SWF,BWI,210
SWF,HYA,198
SWF,ROA,426
SWF,GSP,634
SWF,AGS,707
SWF,ROC,214
SWF,LFT,1266
SWF,ORD,713
SWF,SUS,897
SWF,ILN,530
SWF,BUR,2444
SWF,HAR,169
SWF,HLM,625
SWF,CLT,571
SWF,SAN,2428
SWF,JAX,869
SWF,MSY,1202
SWF,SHV,1253
SWF,HTS,498
SWF,CVG,583
SWF,WRI,106
SWF,FNT,505
SWF,ERI,317
SWF,GRR,594
SWF,LNK,1179
SWF,UTM,1001
SWF,CAK,385
SWF,TOL,503
SWF,CHS,678
A26,BRW,196
A26,FAI,333
A26,FVZ,124
A26,FBK,337
A26,BTT,155
IOW,EGE,818
SBA,PSP,196
SBA,MEM,1694
SBA,BUR,86
SBA,STP,1591
SBA,BFI,913
SBA,PIT,2198
SBA,SAT,1297
SBA,OAK,263
SBA,SJC,234
SBA,TEB,2520
SBA,ARA,1660
SBA,SBM,1823
SBA,SFO,262
SBA,SLC,615
SBA,ROG,1455
SBA,SAC,296
SBA,ASE,791
SBA,COE,934
SBA,TEX,709
SBA,SAN,192
SBA,SNA,124
SBA,PHX,455
SBA,HNL,2481
SBA,PWK,1804
SBA,ONT,131
SBA,SMX,48
SBA,IFP,305
SBA,RDD,441
SBA,YUM,326
SBA,SBA,0
SBA,BOI,660
SBA,COS,893
SBA,SEA,908
SBA,COD,904
SBA,MRY,187
SBA,FAT,162
SBA,SBP,72
SBA,LAX,89
SBA,LAS,289
SBA,SMF,310
SBA,PTK,2036
SBA,ADS,1326
SBA,DEN,916
SBA,PDX,784
SBA,BZN,907
SBA,STL,1658
SBA,VNY,79
SBA,HOU,1475
SBA,FWA,1938
SBA,SGR,1454
SBA,IND,1878
SBA,SAF,784
SBA,UT1,623
SBA,ATL,2023
SBA,MSO,913
SBA,ACV,509
SBA,BFL,82
SBA,CIC,387
SBA,GJT,706
SBA,TUS,539
SBA,LGB,106
SBA,MFR,572
SBA,FTW,1298
SBA,MDW,1809
SBA,SDF,1910
SBA,SUN,693
SBA,EUG,693
SBA,MTJ,722
SBA,CYS,943
SBA,LWS,838
SBA,BTR,1691
SBA,AUS,1327
SBA,IAD,2353
SBA,SUS,1643
SBA,BUF,2274
SBA,BED,2654
SBA,BGR,2766
SBA,ALB,2525
SBA,FAR,1476
SBA,IPL,269
SBA,NYL,326
SBA,TPA,2240
SBA,UGN,1808
SBA,HPN,2537
SBA,AST,837
SBA,U36,696
SBA,KOA,2433
SBA,DAL,1327
SBA,DRO,704
SBA,HDN,809
SBA,ABQ,754
SBA,PUB,895
SBA,MKE,1811
KY1,PTK,358
KY1,YIP,328
MCG,KGX,141
MCG,FAI,269
MCG,ANI,159
MCG,GEK,29
