ORIGIN,DEST,DISTANCE
GLH,MEM,122
MEM,GLH,122
HSH,MYF,246
MYF,HSH,246
DAY,DHN,596
DHN,YIP,760
LEX,SLN,709
MCI,SMX,1449
OSC,SKF,1332
PAE,ELP,1390
PAE,SMX,903
SLN,OAK,1334
TUS,BRO,922
TUS,TUS,0
YIP,DRT,1315
AGS,LRD,1117
BHM,YIP,624
CHS,BRO,1152
CHS,GSP,186
DAY,GSO,351
ELP,RIC,1694
ILN,ADS,853
LRD,DAY,1220
LRD,SMX,1339
RIC,SHV,998
YIP,BHM,624
ADS,OAK,1466
BTL,SKF,1161
CHS,LIT,712
ELP,JAN,956
JAN,ADS,397
JAN,CHS,587
LRD,HSV,896
LRD,MCI,855
SMX,JAN,1754
TCL,BTL,640
TCL,CAE,378
YIP,SAT,1209
FWA,CHA,410
GYY,BWG,325
GYY,HKY,520
HKY,LAN,515
LUK,FWA,136
MFE,LUK,1198
ABE,TCL,845
ATL,LAF,487
BWI,ABE,121
DAL,TYS,762
HGR,HSV,609
IND,ELP,1249
JAN,LA2,125
LA2,HGR,956
LAF,IND,59
LAN,GSP,558
LRD,TCL,808
SDM,CNO,104
TCL,LRD,808
YIP,ACT,1052
BRO,SKF,250
BRO,YIP,1375
GSP,PSM,832
LRD,DAL,397
OAK,DRT,1353
PSM,GDC,845
PSM,PBI,1245
SAN,BRO,1280
SBN,GSP,520
SKF,SAN,1126
TOL,SKF,1181
YIP,LRD,1354
YIP,SBN,148
COS,LGB,825
CVG,GSP,317
GDC,YIP,520
ILN,YIP,194
LGB,BFI,971
LRD,CVG,1164
LRD,MQY,958
YIP,COS,1136
YIP,GDC,520
ADS,FWA,847
BFI,CNO,966
BFI,LGB,971
BMC,DRT,1047
CNO,ADS,1201
FWA,SDF,196
LGB,BMC,629
PAE,ADS,1678
SDF,GSP,299
AGS,DPA,682
BRO,TOL,1331
CHS,AGS,116
COS,OAK,954
DPA,COS,893
DRT,YIP,1315
ELP,BUF,1693
ELP,SMX,841
MHT,SHV,1418
MQY,TOL,412
OSC,BRO,1500
SDF,ELP,1247
TOL,MHT,641
TOL,OPF,1099
TOL,STL,399
BNA,TOL,407
BRO,SMX,1504
BTL,LRD,1295
CAE,LRD,1175
CHS,MQY,427
DTO,BNA,632
ELP,RWI,1656
ICT,SMX,1296
ITH,SHV,1176
MCI,ITH,979
MQY,DTO,638
RWI,CLT,178
TOL,CAE,548
TOL,MCI,596
YIP,ICT,802
CNO,SKF,1164
LEX,DAY,130
PAE,CNO,991
SKF,ADS,268
SMX,PAE,903
TCL,ELP,1098
TCL,LEX,373
ADS,HSV,590
ADS,YNG,1057
ALB,MCI,1115
CMH,SDF,198
ELP,ADS,563
HKS,HSV,255
LRD,OAK,1495
MCI,SDM,1328
MFD,CMH,60
OAK,ADS,1466
SDF,ADS,720
SDF,LRD,1081
TOL,HKS,730
TUP,ALB,998
YNG,TOL,164
BRO,VPZ,1226
ELP,MFE,627
ELP,QQY,523
FWA,SKF,1099
GYY,DRT,1134
LUK,DRT,1156
MCI,OAK,1489
MFE,CVG,1186
QQY,TUS,791
SDM,OAK,462
TOL,BRO,1331
TUS,DRT,625
VPZ,MKL,417
CRW,MCI,710
GSO,JZT,1007
GYY,GSO,554
GYY,MGM,645
IND,SHV,654
CNO,SBD,24
GSP,YIP,511
JZT,TYS,780
MKG,JZT,935
PSM,SDF,852
SBD,ELP,650
SDF,PSM,852
TTN,YIP,473
TYS,JZT,780
YIP,TTN,473
DAL,MQY,629
DAY,MCI,561
ELP,MHR,962
GSP,MFE,1126
ICT,ELP,648
ICT,TUS,856
LNK,YIP,692
MCI,TYS,635
MHR,LNK,1313
ORF,MCI,1021
TDF,YIP,477
TUS,DAL,824
BWG,JZT,675
CAK,SHV,901
CHS,LRD,1217
ELP,CLE,1508
IAG,SDF,493
JAN,LEX,501
LEX,JZT,796
MGM,MCI,671
MQY,SUS,292
TUS,LRD,757
VCV,TUS,410
CHS,LEX,438
CID,CNO,1510
CNO,ELP,671
DRT,DTW,1321
ELP,CHS,1538
HUF,CLT,456
JZT,YIP,994
LRD,CAE,1175
LRD,STL,934
LUK,DPA,280
MCI,BWG,479
PSM,BUF,401
STL,JZT,564
TDF,SDF,394
YIP,CAK,142
YIP,CID,421
YIP,GSP,512
YIP,HUF,276
MSP,SHV,858
SHV,MSP,858
CAK,LRD,1378
GRR,SDF,325
GYY,CAE,631
LIT,EVV,347
LRD,OGD,1180
OGD,LRD,1180
OPF,LAN,1188
YIP,MBS,94
YIP,OPF,1141
BNA,YIP,454
CID,YIP,421
DPA,ELP,1219
DRT,OKC,458
ELP,DAY,1358
FWA,LRD,1231
ILG,SHV,1132
JZT,OKC,190
LRD,BNA,955
LRD,FNT,1381
LRD,FWA,1231
MCI,MFE,927
OKC,YIP,892
YIP,ILG,450
AEX,LRD,491
CAE,AEX,690
DAY,BWG,235
DAY,TOL,118
ELP,YNG,1564
FWA,MCI,517
GDC,JAN,475
JZT,CAE,928
JZT,LEX,796
SDF,GDC,301
YIP,ELP,1447
YIP,EVV,359
YIP,STL,433
YNG,YIP,162
ELP,LBB,295
FTW,LRD,384
FWA,ELP,1334
GSH,JZT,872
GYY,FTW,817
GYY,FWA,124
GYY,MKG,123
II3,YIP,267
LBB,YIP,1157
LRD,II3,1163
LUK,BWG,184
MFE,FNT,1418
MFE,SBN,1268
PBI,PSM,1245
RDG,YIP,414
SBN,YIP,148
TOL,SHV,838
TUL,DAY,685
YIP,MFE,1387
YIP,RDG,414
ELP,IAG,1687
HLM,DTW,149
HUF,JAN,516
IAG,YIP,241
JAN,BRO,626
JAN,JAN,0
LRD,LRD,0
MCI,MKL,408
OKC,BRO,654
OKC,ELP,563
SVH,HLM,559
YIP,SVH,468
BOS,PBI,1197
DFW,BWI,1217
DTW,RST,477
MEM,JFK,964
MEM,MDT,806
MSP,LNK,331
MSP,PWM,1136
PBI,BOS,1197
RDU,PBI,638
RSW,MDT,984
ALB,BOS,145
BOS,PWM,95
CRW,CVG,173
CWA,MSN,114
MEM,RDU,633
PVD,BOS,49
RDU,PVD,566
AUS,MCO,994
DCA,SYR,298
DTW,ITH,353
GEG,MSP,1175
ITH,DTW,353
JFK,JAN,1071
MCO,AUS,994
MSP,GEG,1175
SAT,HRL,233
SDF,MCO,719
ALB,ATW,746
ATW,TYS,630
AUS,LSE,1007
CLE,LSE,508
CVG,OKC,756
DSM,MHT,1141
EWR,MSN,799
HRL,DFW,461
IND,TPA,837
JAN,MSY,160
JFK,BHM,865
JFK,OKC,1345
JFK,SRQ,1041
LGA,AVP,104
LGA,JAN,1071
PIT,RST,671
RDU,LSE,861
RDU,SWF,463
RST,DTW,477
SRQ,JFK,1041
SYR,RDU,519
TPA,IND,837
BOS,RIC,474
ELM,EWR,174
JAX,CVG,613
JFK,LIT,1087
MSP,ELM,840
PWM,SWF,244
RIC,BOS,474
SRQ,BWI,880
GRR,LSE,297
LGA,DFW,1389
MSP,LIT,702
RDU,SYR,519
STL,BWI,738
AVP,BUF,190
BOS,SDF,829
JAX,BDL,935
JFK,MBS,566
MYR,RDU,152
SRQ,CVG,812
TPA,MYR,447
BNA,MDT,608
CVG,PVD,722
JFK,ITH,189
RDU,SRQ,625
SRQ,TPA,40
LSE,MSP,119
MSP,LSE,119
MSP,SBN,411
SBN,MSP,411
SRQ,RSW,77
CVG,RST,527
JFK,PNS,1028
EWB,MVY,26
BGR,STL,1184
BOS,STL,1047
DCA,DSM,897
DCA,HSV,613
FLL,BWI,925
HSV,DCA,613
MHT,ALB,121
MHT,CHS,836
MIA,LFT,776
MIA,SAV,440
MSY,BWI,998
PHL,JAN,978
PIT,AVP,243
PIT,BWI,210
PIT,PBI,952
DFW,PIT,1067
FLL,BOS,1237
TPA,DTW,983
CLT,SDF,335
JAX,PBI,280
MSY,CMH,806
ORF,PIT,330
SYR,SDF,609
BDL,CHS,743
BNA,DCA,562
BUF,PIT,186
CMH,PVD,612
DCA,TLH,716
FLL,CLT,631
BOS,JAX,1010
DFW,ALB,1435
MEM,LGA,963
IND,MDT,507
DCA,EYW,1023
EYW,DCA,1023
EYW,GSO,803
JAX,RSW,273
LFT,MSY,105
MCO,RIC,667
ORD,TLH,823
PHL,HOU,1336
PIT,IND,326
PIT,STL,554
DCA,GSO,248
GSO,PHL,365
PHL,ROC,257
PHL,TUL,1152
TPA,RIC,723
DCA,ABE,151
GVT,DFW,58
LGA,ACT,1444
LGA,GVT,1334
ABQ,RST,969
BOS,BWI,369
BWI,FWA,469
CHS,JAX,192
CHS,MHT,836
CMH,MDT,325
FLL,IAD,901
JAX,BWI,663
JAX,PIT,694
JFK,MDT,160
MDT,PIT,184
MYR,IAD,372
PHL,ICT,1205
PIT,GSP,401
PWM,ORF,560
STL,PIT,554
TPA,ORF,717
ACY,PHL,46
BNA,CAE,349
FWA,IND,105
IAH,BMI,809
MDT,GSO,331
MHT,ACY,290
MSY,CAE,601
PHL,LIT,999
PNS,MIA,530
RSW,ORF,785
ALB,GSO,564
BNA,FLL,793
MCI,MSN,386
MDT,GSP,472
SLC,CLE,1565
SYR,ALB,120
DCA,ORF,142
EWR,GRR,605
EWR,JAX,820
JAX,EWR,820
ORF,PBI,740
SLC,IND,1355
ATL,ACY,679
CLE,JAX,753
DCA,PBI,857
EWR,SHV,1228
MSY,PIT,918
PBI,DCA,857
PHL,RSW,993
RSW,PHL,993
IND,OMA,517
LAX,PSC,851
TEK,NCN,71
EGE,OKC,589
KEB,SOV,10
NCN,ANC,102
SNA,ABE,2367
IAH,LEX,828
EVV,ORD,272
HRL,IAH,295
IAH,AMA,517
IAH,HRL,295
ANC,KUK,421
IAD,PWM,493
LCH,IAH,127
SHV,CHS,803
ARA,MAF,626
PIB,ARA,181
AVP,AVL,550
CHS,AVL,226
CLT,JAN,562
CLT,ROC,573
GSO,AVL,153
ILM,MYR,72
MKE,TYS,535
PNS,CHA,335
SRQ,AVL,554
TLH,JAX,159
BHM,PHL,772
CAE,SRQ,459
CVG,TRI,216
DAB,GSO,481
DEN,MCK,218
MCK,DEN,218
CAK,CLT,394
CLT,CAK,394
DAY,TRI,256
LIT,OKC,308
BDL,CAE,718
PIT,AVL,371
PWM,MHT,75
DSM,GSO,829
IAD,ILM,323
OMA,GSP,865
ORF,ILM,205
PVD,ROA,548
ROA,CLT,155
SYR,AVL,632
CMH,AVL,315
DTW,TRI,399
MKE,CAE,721
OAJ,ILM,42
STL,OMA,342
STL,TRI,464
IAD,MYR,372
OMA,SDF,582
SBP,MRY,115
MFR,CEC,81
SFO,MFR,329
IAD,JAC,1750
JFK,IAH,1417
EFD,LGB,1382
ELP,MGM,1171
LGB,EFD,1382
LRD,ROA,1319
CMH,ASN,476
LRD,HKY,1203
LRD,TOL,1312
MQY,SHV,485
TDF,TOL,448
GSP,TOL,470
HLM,ASN,636
LRD,EVV,1001
CAK,DTO,1018
FLL,LAN,1179
MIA,SJU,1045
OSH,MIA,1337
DRT,MQY,954
ELP,ASN,1189
LEX,SHV,648
LRD,CLE,1382
ICT,SDM,1159
MQY,SKF,837
TUL,YNG,891
LIT,AZO,631
MFE,LIT,690
MQY,OKC,624
OKC,SDM,1128
PUB,OAK,967
ELP,SLN,688
GSH,LIT,585
SLN,YIP,780
TDF,IAG,471
EWR,JAC,1874
DDC,DEN,292
FBK,ANC,265
JAC,CYS,347
BFI,RAP,958
DTO,SLC,969
RAP,LEX,1046
SLC,BFI,692
LRD,AGS,1117
AUS,TOL,1103
LRD,DTW,1359
ICT,BUF,1051
SDM,ICT,1159
STL,ELP,1022
TTN,STL,837
ABQ,DCU,1116
CNO,ABQ,633
GDC,ASN,226
DRT,LIT,630
SUS,SHV,464
CLU,CLE,260
MFE,GYY,1230
YIP,AFW,987
YNG,CLU,308
YNG,SHV,947
SOV,PGM,8
BGR,GYR,2435
GRR,RFD,188
RFD,ORD,63
ANI,KWT,84
PIB,LFT,180
BNA,TUP,174
MEM,TUP,87
MSL,BNA,109
TUP,BNA,174
BOS,ORF,468
CAE,AVP,590
DCA,AVP,185
FWA,AVP,494
HPN,RIC,313
IAD,LEX,392
ITH,PHL,192
ORF,AVP,308
ROC,SCE,157
SYR,RIC,392
HSV,MEM,184
IAD,PHF,136
ORF,PHF,23
BNA,ORF,585
CAE,MKE,721
GRR,ORF,644
GSP,ILM,250
HSV,BWI,641
MKE,BGR,959
PHL,AVL,504
RIC,RIC,0
ROC,MHT,316
ROC,RIC,388
SCE,GSO,347
ARA,PIB,181
BDL,BUF,317
ICT,AFW,321
IAD,TPA,811
IAD,BKL,285
LFT,MAF,617
IAD,MSY,955
TPA,CLE,927
STT,IAD,1606
LGA,EWR,17
JAN,IAD,843
GPT,BTR,124
ACK,DCA,405
DCA,ACK,405
HSV,ORF,614
EWR,CHS,628
BKL,BOS,553
ABQ,LAM,61
BOS,DEN,1754
ORD,FLL,1182
STT,IAH,2070
CLE,FLL,1062
BIS,FAR,187
FLL,CLE,1062
MGM,FSM,504
MGM,SHV,435
MSN,LAW,767
FWA,TXK,710
CRP,ACT,265
AMA,GCK,195
MDT,JFK,160
DCA,PNS,816
PNS,DCA,816
CVG,TXK,647
SRQ,EWR,1034
EGE,DEN,120
MCO,ORD,1005
DEN,FLL,1703
FLL,DEN,1703
MBL,PLN,114
PLN,MBL,114
CLE,TPA,927
CLE,MCO,895
LAS,IAH,1222
SNA,DFW,1205
LAN,ATL,631
AZO,ATL,596
CMH,BOS,640
RIC,JFK,288
ORD,PSP,1652
ESC,DTW,306
IAH,PDX,1825
MAF,ARA,626
CLE,LAS,1824
DEN,MCO,1546
STT,ORF,1449
PDX,ORD,1739
IAH,SAN,1303
A2K,EGX,3
MUE,JRF,180
PHL,DEN,1558
EWR,PDX,2434
SNA,IAD,2265
JAC,EWR,1874
PDX,IAH,1825
LBL,DEN,280
SFO,EWR,2565
PSP,ORD,1652
MCO,IAH,854
CLT,FLL,631
MDW,PVD,842
PVD,CVG,722
PVD,MDW,842
TUL,PHL,1152
ALB,PHL,212
AUS,PIT,1210
OMA,PHL,1088
PHL,OMA,1088
PHL,PGV,315
SAT,ALB,1643
SAT,RDU,1224
DCA,TPA,814
OMA,PVD,1265
PBI,ORF,740
PVD,OMA,1265
TPA,CLT,507
BOS,ABE,259
DCA,RSW,892
PBI,PHL,951
PHL,PBI,951
RSW,DCA,892
SBN,BDL,703
SBN,SCE,445
SCE,SBN,445
IAH,MCO,854
DEN,EGE,120
L41,1G4,134
EWR,LCH,1294
IAD,ORD,588
LAS,CLE,1824
MIA,DEN,1709
BWI,DEN,1491
SEA,EWR,2402
ALB,DCA,318
SFO,DFW,1464
IAD,LAS,2065
DTW,TTN,464
SEA,SNA,978
LAX,BFI,959
HOU,RIC,1166
MSY,BDL,1279
ORH,JFK,150
SJU,JFK,1598
BOS,DAL,1554
FLL,BDL,1173
MCO,EWR,937
MCO,MHT,1142
MCO,PBI,141
PSE,MCO,1179
FLL,MSY,674
IAD,RSW,891
JFK,OMA,1154
OMA,JFK,1154
ORF,BDL,396
TPA,PWM,1277
JAX,JFK,828
MCO,SYR,1053
RIC,RSW,799
RSW,FLL,105
RSW,MCO,133
TPA,SYR,1104
BOS,SJU,1674
FLL,BQN,982
JFK,MGM,906
MCO,BWI,787
SJU,BOS,1674
BQN,MCO,1129
BTV,BOS,181
DFW,MCO,985
MCO,BQN,1129
RSW,RDU,667
SJU,TPA,1237
SRQ,MCO,104
SWF,PBI,1077
SWF,SRQ,1084
TPA,SJU,1237
XNA,JFK,1150
ACY,JFK,92
BOS,ACY,274
MCO,PVD,1072
MIA,FLL,21
ORH,JAX,977
PVD,MCO,1072
RIC,PBI,763
SJU,MIA,1045
SRQ,ACY,950
ACK,ORH,117
ORH,BOS,45
ORH,SRQ,1189
SWF,TPA,1047
CHS,ORH,785
FLL,PIT,994
MCO,CHS,317
ORH,RSW,1220
PIT,FLL,994
BDL,TPA,1111
BOS,ORH,45
SYR,SWF,151
SFO,PHL,2521
JAC,IAD,1750
EFD,LGA,1424
BOS,LCH,1493
SAN,IAH,1303
PHX,ORD,1440
EWR,SAN,2425
EMK,FAI,527
EMK,GAL,268
MLI,ATL,633
TYS,CKB,317
EAU,PIA,304
AIN,SCC,269
EDF,ANC,8
FAI,PIZ,528
PIZ,SCC,346
TOG,AKN,137
RDU,PHF,154
PHO,SCC,466
BRD,INL,153
INL,BRD,153
MQY,MEM,206
DQH,BRW,148
FAI,PHO,574
DFW,TYR,102
DIK,DEN,488
MTJ,PHX,419
PHX,MTJ,419
BTT,SCC,240
DLG,CDV,465
JZM,ANC,388
KAL,ANC,352
FAY,AGS,209
KWN,ENA,370
SCC,LNI,121
UUK,FAI,386
IND,RST,431
RBY,ANC,300
SCC,PIZ,346
TOG,ZNC,134
PSC,RNO,468
SBA,SMF,310
AKP,DQH,154
ANC,EHM,454
ANC,GEK,245
DQH,FAI,392
DUT,PTU,397
EHM,ANC,454
EMK,ZNC,193
GAL,EMK,268
GEK,ANC,245
HSL,NIB,195
DFW,AEX,285
DFW,MCN,779
FAT,SAN,314
SMF,ONT,390
AET,GAL,176
ANC,EDF,8
EDF,CZF,537
HSL,LMA,173
HUS,OTZ,238
TOG,EHM,66
FCA,ISN,490
GEG,FCA,159
ISN,FCA,490
ANC,SVW,187
ANC,TLJ,228
EMK,TLJ,269
SVW,ANC,187
TLJ,ANC,228
HRO,MCI,226
KTN,SEA,680
WRG,SEA,756
SNA,PIA,1620
PIE,MCO,91
7AK,ANC,753
MKC,CLE,691
BGM,EWR,141
EWR,BGM,141
IAD,FAY,284
CRW,IAD,227
CHO,IAD,77
EWR,ITH,172
ITH,EWR,172
RDU,SFO,2400
PHX,IND,1488
EWR,SJC,2548
SJC,DAL,1450
OAK,MDW,1844
LIH,SFO,2447
DEN,EWR,1605
SAN,MKE,1739
LAM,ABQ,61
BID,WST,17
WST,BID,17
VGT,VGT,0
SAN,IAD,2253
FAI,UUK,386
SNA,ORD,1726
MIA,GSO,710
OAK,ACY,2552
GSO,MDT,331
MDT,ACY,127
ACY,AEX,1156
ACY,MIA,998
AEX,ACY,1156
AEX,ORD,778
MCI,AEX,563
MIA,ACY,998
BNA,GEG,1763
BNA,TVC,597
BOS,MIA,1258
CRP,LCH,306
CYS,GFK,601
EUG,GFK,1274
FNL,BNA,1038
FNL,HOU,926
FSD,PIT,874
GEG,EUG,365
GFK,BNA,976
GFK,CYS,601
HOU,FNL,926
LCH,MIA,844
MIA,FNL,1744
MIA,LRD,1191
MIA,PIT,1013
PIT,FSD,874
PIT,MIA,1013
STL,BOS,1047
TVC,STL,482
BTV,GFK,1172
BTV,MFD,539
GFK,BTV,1172
GFK,MIA,1782
GFK,PIH,825
GSO,GFK,1201
HSV,MIA,722
HSV,MYR,454
MFD,BTV,539
MFD,MQT,453
MIA,HSV,722
MIA,PIH,2171
MQT,MFD,453
MYR,HSV,454
PIH,GFK,825
PIH,MIA,2171
TTN,DTW,464
EWR,SEA,2402
SNA,IND,1792
ANC,RDB,608
OME,MCG,320
OTZ,MCG,341
ANC,UUK,637
BFI,ANC,1444
CDV,BFI,1289
UUK,SCC,18
AKN,ENA,230
ABI,AMA,226
ABQ,AZA,313
ACT,IFP,1030
ACY,AGS,588
ACY,ATL,679
ACY,BOS,274
ACY,CLT,457
ACY,DTW,497
ACY,JAX,737
ACY,MHT,290
ACY,PIE,922
ACY,PVD,228
ACY,ROC,300
ATL,UTM,347
AUS,IFP,1040
AZA,ABQ,313
BDL,SBN,703
BED,SBN,773
BFL,SJC,208
BIS,CPR,387
BLI,IFP,1026
BNA,IFP,1565
BUF,UTM,845
CAE,ACY,526
CAE,TEB,614
CAE,UTM,530
CEF,SWF,94
CLT,ACY,457
CLT,UTM,535
CPR,BIS,387
CPR,IFP,689
CRP,IFP,1126
DFW,IFP,1016
DTW,ACY,497
DTW,UTM,643
FAR,IFP,1227
FNL,IFP,637
FNL,MCI,553
FSD,IFP,1114
FWA,IFP,1642
GCK,MCI,339
GPT,EWR,1096
GPT,SFB,485
GPT,SRQ,446
GRB,IFP,1537
GRI,IFP,971
GRR,UTM,622
GSP,RDU,205
GSP,UTM,462
HRL,IFP,1177
IAH,GPT,376
IAH,IFP,1174
ICT,IFP,969
IFP,AUS,1040
IFP,BNA,1565
IFP,CPR,689
IFP,CRP,1126
IFP,DFW,1016
IFP,FAR,1227
IFP,FNL,637
IFP,FSD,1114
IFP,FWA,1642
IFP,GRB,1537
IFP,GRI,971
IFP,HRL,1177
IFP,IAH,1174
IFP,ICT,969
IFP,MDW,1517
IFP,MKE,1524
IFP,MRY,420
IFP,MSP,1310
IFP,OKC,958
IFP,OMA,1098
IFP,PDX,834
IFP,PIA,1406
IFP,PSC,803
IFP,RFD,1453
IFP,SEA,938
IFP,SGF,1189
IFP,SPS,919
IFP,STL,1357
ILM,UTM,711
IND,UTM,413
ISO,ACY,330
ISO,UTM,723
JAX,ACY,737
JAX,UTM,582
LBE,ACY,263
LIT,SGF,185
MCI,FNL,553
MCI,GCK,339
MDW,MCI,405
MDW,UTM,510
MKE,IFP,1524
MOB,SAT,617
MRY,IFP,420
MSN,UTM,586
OMA,IFP,1098
PBG,ACY,363
PDX,IFP,834
PIA,IFP,1406
PIA,UTM,414
PIE,ACY,922
PSC,IFP,803
PUB,MCI,532
PVD,ACY,228
RDU,CHO,157
RDU,GSP,205
RFD,IFP,1453
ROC,ACY,300
RSW,UTM,759
SAT,IFP,1016
SAT,LFT,392
SBN,BED,773
SCE,LAN,372
SEA,IFP,938
SFB,ACY,829
SFB,GPT,485
SGF,IFP,1189
SJC,BFL,208
SRQ,GPT,446
STL,IFP,1357
SWF,CEF,94
SYR,PBG,169
TEB,CAE,614
TUL,IFP,1051
UTM,ATL,347
UTM,BUF,845
UTM,CLT,535
UTM,DTW,643
UTM,FAY,652
UTM,GRR,622
UTM,GSP,462
UTM,IND,413
UTM,ISO,723
UTM,JAX,582
UTM,MDW,510
UTM,MSN,586
UTM,PIA,414
UTM,RSW,759
UTM,YNG,695
YNG,UTM,695
ABE,MCI,1025
ACY,ALB,231
ACY,BUF,323
ACY,CHS,545
ACY,CMH,444
ACY,IND,625
ACY,PBI,936
ACY,PWM,364
ACY,SDF,608
ACY,SFB,829
ACY,SYR,264
ACY,YNG,345
ALB,ACY,231
AUS,GPT,514
AVP,UTM,919
BGR,SBN,906
BIL,FCA,320
BIS,IFP,1076
BNA,GPT,418
BUF,ACY,323
BUF,MCI,870
BWI,MCI,967
CHS,ACY,545
CLE,IFP,1818
CMH,ACY,444
CRP,UTM,637
DAY,IFP,1690
DSM,IFP,1214
FCA,BIL,320
FCA,IFP,908
FLL,GPT,620
GPT,BNA,418
GPT,IAH,376
GPT,LEX,584
GRB,UTM,686
GTF,IFP,866
IFP,ABE,2153
IFP,BIS,1076
IFP,BLI,1026
IFP,BUF,1984
IFP,BWI,2094
IFP,CLE,1818
IFP,DAY,1690
IFP,DSM,1214
IFP,DTW,1745
IFP,FCA,908
IFP,GTF,866
IFP,MSN,1455
IFP,SAT,1016
IFP,SHV,1205
IFP,TUL,1051
IND,ACY,625
LAX,PUW,886
LEX,GPT,584
LEX,UTM,395
LSE,UTM,636
MKE,UTM,585
MSN,IFP,1455
MSN,YIP,302
PBI,ACY,936
PUW,SEA,250
PWM,ACY,364
RDU,TLH,496
RDU,UTM,658
RFD,UTM,522
SAT,UTM,594
SBN,BGR,906
SBN,IFP,1589
SBN,RDU,571
SCK,SJC,53
SDF,ACY,608
SHV,IFP,1205
SJC,SCK,53
STL,GPT,580
SYR,ACY,264
TOL,SBN,130
TUL,UTM,329
TYS,IFP,1717
UTM,CAE,530
UTM,CRP,637
UTM,GRB,686
UTM,LSE,636
UTM,MKE,585
UTM,RDU,658
UTM,RFD,522
UTM,SAT,594
UTM,TUL,329
YIP,MSN,302
ABE,GPT,1041
ACY,CRW,385
ACY,DAY,515
ACY,MDW,710
AGS,ACY,588
AGS,CHS,116
ALB,RDU,544
ATL,IFP,1718
AZA,ELP,325
AZA,TUS,92
BFL,SMF,265
BHM,IFP,1588
BTR,IFP,1395
BTR,PIT,920
CLE,GPT,859
CWA,OMA,396
DAY,ACY,515
DTW,IFP,1745
ELP,AZA,325
GPT,CLE,859
GPT,ISP,1146
GPT,RIC,832
GPT,STL,580
GRR,IFP,1641
IFP,ATL,1718
IFP,BHM,1588
IFP,BTR,1395
IFP,GEG,874
IFP,IND,1579
IFP,LNK,1045
IFP,LSE,1376
IFP,MBS,1720
IFP,MCI,1128
IFP,MEM,1389
IFP,PNS,1620
IFP,SDF,1608
IFP,SLC,413
IFP,TOL,1718
IFP,TYS,1717
IND,IFP,1579
ISO,MEM,700
ISP,GPT,1146
LBB,SFB,1262
LNK,IFP,1045
LNK,SUX,109
LSE,IFP,1376
MCI,IFP,1128
MDW,ACY,710
MDW,IFP,1517
MEM,IFP,1389
MEM,MOB,316
MOB,MEM,316
OMA,CWA,396
PIE,UTM,650
PNS,IFP,1620
RIC,GPT,832
SAT,GPT,567
SDF,IFP,1608
SFB,IFP,1996
SMF,BFL,265
SUX,LNK,109
TRI,UTM,464
TUS,ABQ,321
TUS,AZA,92
UTM,PIE,650
ACY,BHM,789
ACY,GRR,617
ACY,MBS,567
ACY,PGD,964
ACY,STL,849
BHM,ACY,789
CHA,UTM,293
CLE,UTM,655
EAU,IFP,1388
FWA,LAS,1649
GEG,IFP,874
GPT,ABE,1041
GPT,JAX,441
GPT,RSW,519
GRR,ACY,617
ICT,ACY,1241
IFP,EAU,1388
IFP,LEX,1670
IFP,MOT,1132
JAX,GPT,441
LAS,CRP,1182
LAS,CWA,1464
LBE,UTM,713
LEX,ABQ,1238
LGB,PSP,95
MCI,MDW,405
MDT,UTM,837
MLB,PGD,116
MOT,IFP,1132
OKC,IFP,958
PDX,LAS,763
PGD,ACY,964
PGD,MLB,116
PSP,LGB,95
RSW,GPT,519
SBN,UTM,532
SFB,UTM,673
STL,ACY,849
TOL,ACY,507
UTM,CHA,293
UTM,CLE,655
UTM,LBE,713
UTM,MDT,837
UTM,SBN,532
UTM,SFB,673
UTM,TRI,464
YNG,ACY,345
ABE,UTM,913
ACY,CVG,542
ACY,DFW,1330
ACY,FWA,571
ACY,IAH,1345
ACY,ICT,1241
ACY,ISP,121
ACY,MEM,900
ACY,MKE,734
ACY,MSY,1103
ACY,MYR,466
AUS,EUG,1694
AUS,UTM,528
BOS,UTM,1170
CMH,IFP,1760
CVG,ACY,542
CWA,FWA,347
DAY,UTM,493
DFW,ACY,1330
DFW,UTM,404
EUG,AUS,1694
FWA,ACY,571
FWA,CWA,347
FWA,MSY,809
GPT,ABI,642
GPT,BHM,257
GPT,LBB,781
GSP,ACY,526
IAH,ACY,1345
IAH,UTM,436
IFP,CMH,1760
IFP,LBL,771
IFP,LIT,1265
IFP,MSY,1458
ISP,ACY,121
JFK,LAR,1659
LAR,ISP,1692
LBB,GPT,781
LBL,IFP,771
LBL,MCI,374
LIT,GPT,350
MBS,UTM,697
MCI,CPR,661
MCI,LBL,374
MEM,ACY,900
MKE,ACY,734
MSP,IFP,1310
MSY,ACY,1103
MSY,FWA,809
MSY,IFP,1458
MYR,ACY,466
PIA,ACY,805
RIC,UTM,754
TUL,GPT,561
UTM,ABE,913
UTM,AUS,528
UTM,CEF,1093
UTM,DAY,493
UTM,DFW,404
UTM,IAH,436
UTM,MBS,697
UTM,RIC,754
ACY,BNA,700
ACY,CAE,526
ACY,MCI,1076
ACY,MSN,808
ACY,OMA,1129
ACY,PIA,805
ACY,TOL,507
BNA,ACY,700
CAK,UTM,649
CEF,PBG,176
CPR,MCI,661
CWA,IFP,1471
CWA,RFD,181
GPT,FLL,620
GPT,GSO,658
GPT,ILM,705
GPT,LIT,350
GPT,RFD,813
GPT,ROA,707
